hash_id,dc_name,year,month,last_expected_date,frequency,entity,domain,dataset_name,group,cleansed_table
2026_06_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_07_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_08_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_09_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_10_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_11_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_12_dataContract__shv__csrd_ref__dim_energy_subsource,dataContract__shv__csrd_ref__dim_energy_subsource,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_energy_subsource,SHV Holdings,cu__dim_energy_subsource
2026_01_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_02_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_03_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_04_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_05_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_06_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_07_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_08_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_09_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_10_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_11_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_12_dataContract__shv__csrd_ref__dim_contract,dataContract__shv__csrd_ref__dim_contract,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_contract,SHV Holdings,cu__dim_contract
2026_01_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_02_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_03_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_04_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_05_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_06_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_07_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_08_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_09_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_10_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_11_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_12_dataContract__shv__csrd_ref__dim_gender,dataContract__shv__csrd_ref__dim_gender,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_gender,SHV Holdings,cu__dim_gender
2026_01_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_02_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_03_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_04_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_05_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_06_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_07_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_08_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_09_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_10_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_11_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_12_dataContract__shv__csrd_ref__dim_sc2_instrument,dataContract__shv__csrd_ref__dim_sc2_instrument,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_sc2_instrument,SHV Holdings,cu__dim_sc2_instrument
2026_01_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_02_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_03_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_04_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_05_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_06_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_07_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_08_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_09_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_10_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_11_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_12_dataContract__shv__csrd_ref__dim_biogenic_source,dataContract__shv__csrd_ref__dim_biogenic_source,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_biogenic_source,SHV Holdings,cu__dim_biogenic_source
2026_01_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_02_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_03_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_04_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_05_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_06_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_07_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_08_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_09_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_10_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_11_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_12_dataContract__shv__csrd_ref__dim_age_group,dataContract__shv__csrd_ref__dim_age_group,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_age_group,SHV Holdings,cu__dim_age_group
2026_01_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_02_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_03_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_04_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_05_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_06_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_07_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_08_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_09_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_10_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_11_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_12_dataContract__shv__csrd_ref__dim_cog,dataContract__shv__csrd_ref__dim_cog,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_cog,SHV Holdings,cu__dim_cog
2026_01_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,1,15/02/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_02_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,2,15/03/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_03_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,3,15/04/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_04_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,4,15/05/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_05_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,5,15/06/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_06_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,6,15/07/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_07_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,7,15/08/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_08_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,8,15/09/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_09_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,9,15/10/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_10_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,10,15/11/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_11_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,11,15/12/2026,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_12_dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,dataContract__nutreco__csrd_esg_env__sc2_contractual_instruments,2026,12,15/01/2027,monthly,nutreco,csrd_esg_env,sc2_contractual_instruments,Nutreco,cu__sc2_contractual_instruments
2026_01_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,1,15/02/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_02_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,2,15/03/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_03_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,3,15/04/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_04_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,4,15/05/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_05_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,5,15/06/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_06_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,6,15/07/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_07_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,7,15/08/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_08_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,8,15/09/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_09_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,9,15/10/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_10_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,10,15/11/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_11_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,11,15/12/2026,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2026_12_dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,dataContract__kiwa__csrd_esg_env__sc2_contractual_instruments,2026,12,15/01/2027,monthly,kiwa,csrd_esg_env,sc2_contractual_instruments,Kiwa,cu__sc2_contractual_instruments
2027_01_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,1,15/02/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_02_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,2,15/03/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_03_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,3,15/04/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_04_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,4,15/05/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_05_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,5,15/06/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_06_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,6,15/07/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_07_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,7,15/08/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_08_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,8,15/09/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_09_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,9,15/10/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_10_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,10,15/11/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_11_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,11,15/12/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_12_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2027,12,15/01/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2027_01_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,1,15/02/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_02_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,2,15/03/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_03_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,3,15/04/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_04_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,4,15/05/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_05_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,5,15/06/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_06_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,6,15/07/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_07_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,7,15/08/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_08_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,8,15/09/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_09_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,9,15/10/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_10_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,10,15/11/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_11_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,11,15/12/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_12_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2027,12,15/01/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2027_01_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2027,1,15/02/2027,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2027_02_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2027,2,15/03/2027,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
