hash_id,dc_name,year,month,last_expected_date,frequency,entity,domain,dataset_name,group,cleansed_table
2026_01_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,1,15/02/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_02_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,2,15/03/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_03_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,3,15/04/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_04_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,4,15/05/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_05_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,5,15/06/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_06_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,6,15/07/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_07_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,7,15/08/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_08_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,8,15/09/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_09_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,9,15/10/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_10_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,10,15/11/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_11_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,11,15/12/2026,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_12_dataContract__nutreco__csrd_esg_soc__injuries,dataContract__nutreco__csrd_esg_soc__injuries,2026,12,15/01/2027,monthly,nutreco,csrd_esg_soc,injuries,Nutreco,cu__injuries
2026_01_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,1,15/02/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_02_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,2,15/03/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_03_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,3,15/04/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_04_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,4,15/05/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_05_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,5,15/06/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_06_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,6,15/07/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_07_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,7,15/08/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_08_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,8,15/09/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_09_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,9,15/10/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_10_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,10,15/11/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_11_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,11,15/12/2026,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_12_dataContract__mammoet__csrd_esg_soc__psif,dataContract__mammoet__csrd_esg_soc__psif,2026,12,15/01/2027,monthly,mammoet,csrd_esg_soc,psif,Mammoet,cu__psif
2026_01_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,1,15/02/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_02_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,2,15/03/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_03_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,3,15/04/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_04_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,4,15/05/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_05_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,5,15/06/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_06_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,6,15/07/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_07_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,7,15/08/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_08_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,8,15/09/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_09_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,9,15/10/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_10_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,10,15/11/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_11_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,11,15/12/2026,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_12_dataContract__mammoet__csrd_esg_soc__health_safety,dataContract__mammoet__csrd_esg_soc__health_safety,2026,12,15/01/2027,monthly,mammoet,csrd_esg_soc,health_safety,Mammoet,cu__health_safety
2026_01_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,1,15/02/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_02_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,2,15/03/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_03_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,3,15/04/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_04_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,4,15/05/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_05_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,5,15/06/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_06_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,6,15/07/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_07_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,7,15/08/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_08_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,8,15/09/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_09_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,9,15/10/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_10_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,10,15/11/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_11_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,11,15/12/2026,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_12_dataContract__kiwa__csrd_hs__esg_hs,dataContract__kiwa__csrd_hs__esg_hs,2026,12,15/01/2027,monthly,kiwa,csrd_hs,esg_hs,Kiwa,cu__esg_hs
2026_01_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,1,15/02/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_02_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,2,15/03/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_03_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,3,15/04/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_04_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,4,15/05/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_05_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,5,15/06/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_06_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,6,15/07/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_07_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,7,15/08/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_08_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,8,15/09/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_09_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,9,15/10/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_10_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,10,15/11/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_11_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,11,15/12/2026,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_12_dataContract__kiwa__csrd_hs__esg_injuries,dataContract__kiwa__csrd_hs__esg_injuries,2026,12,15/01/2027,monthly,kiwa,csrd_hs,esg_injuries,Kiwa,cu__esg_injuries
2026_01_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,1,15/02/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_02_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,2,15/03/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_03_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,3,15/04/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_04_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,4,15/05/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_05_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,5,15/06/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_06_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,6,15/07/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_07_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,7,15/08/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_08_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,8,15/09/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_09_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,9,15/10/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_10_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,10,15/11/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_11_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,11,15/12/2026,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_12_dataContract__kiwa__csrd_hs__esg_psif,dataContract__kiwa__csrd_hs__esg_psif,2026,12,15/01/2027,monthly,kiwa,csrd_hs,esg_psif,Kiwa,cu__esg_psif
2026_01_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,1,15/02/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_02_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,2,15/03/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_03_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,3,15/04/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_04_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,4,15/05/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_05_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,5,15/06/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_06_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,6,15/07/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_07_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,7,15/08/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_08_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,8,15/09/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_09_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,9,15/10/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_10_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,10,15/11/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_11_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,11,15/12/2026,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_12_dataContract__nutreco__csrd_hs__esg_injuries,dataContract__nutreco__csrd_hs__esg_injuries,2026,12,15/01/2027,monthly,nutreco,csrd_hs,esg_injuries,Nutreco,cu__esg_injuries
2026_01_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,1,15/02/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_02_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,2,15/03/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_03_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,3,15/04/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_04_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,4,15/05/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_05_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,5,15/06/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_06_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,6,15/07/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_07_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,7,15/08/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_08_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,8,15/09/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_09_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,9,15/10/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_10_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,10,15/11/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_11_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,11,15/12/2026,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_12_dataContract__nutreco__csrd_hs__esg_psif,dataContract__nutreco__csrd_hs__esg_psif,2026,12,15/01/2027,monthly,nutreco,csrd_hs,esg_psif,Nutreco,cu__esg_psif
2026_01_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,1,15/02/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_02_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,2,15/03/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_03_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,3,15/04/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_04_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,4,15/05/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_05_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,5,15/06/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_06_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,6,15/07/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_07_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,7,15/08/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_08_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,8,15/09/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_09_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,9,15/10/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_10_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,10,15/11/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_11_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,11,15/12/2026,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_12_dataContract__nutreco__csrd_hs__esg_hs,dataContract__nutreco__csrd_hs__esg_hs,2026,12,15/01/2027,monthly,nutreco,csrd_hs,esg_hs,Nutreco,cu__esg_hs
2026_01_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_02_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_03_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_04_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_05_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_06_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_07_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_08_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_09_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_10_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_11_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_12_dataContract__shv__csrd_ref__dim_country,dataContract__shv__csrd_ref__dim_country,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_country,SHV Holdings,cu__dim_country
2026_01_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_02_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_03_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_04_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_05_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_06_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_07_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_08_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,8,15/09/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_09_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,9,15/10/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_10_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,10,15/11/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_11_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,11,15/12/2026,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_12_dataContract__shv__csrd_ref__dim_group,dataContract__shv__csrd_ref__dim_group,2026,12,15/01/2027,monthly,shv,csrd_ref,dim_group,SHV Holdings,cu__dim_group
2026_01_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,1,15/02/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
2026_02_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,2,15/03/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
2026_03_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,3,15/04/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
2026_04_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,4,15/05/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
2026_05_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,5,15/06/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
2026_06_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,6,15/07/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
2026_07_dataContract__shv__csrd_ref__dim_workforce_category,dataContract__shv__csrd_ref__dim_workforce_category,2026,7,15/08/2026,monthly,shv,csrd_ref,dim_workforce_category,SHV Holdings,cu__dim_workforce_category
